"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Legs A","13 Dec 2025, 11:12","13 Dec 2025, 11:47","","Leg Extension (Machine)",,"",3,"dropset",17,13,,,
"Legs A","13 Dec 2025, 11:12","13 Dec 2025, 11:47","","Romanian Deadlift (Barbell)",,"",0,"failure",40,11,,,
"Legs A","13 Dec 2025, 11:12","13 Dec 2025, 11:47","","Romanian Deadlift (Barbell)",,"",1,"failure",40,8,,,
"Legs A","13 Dec 2025, 11:12","13 Dec 2025, 11:47","","Romanian Deadlift (Barbell)",,"",2,"dropset",20,8,,,
"Pull","12 Dec 2025, 16:24","12 Dec 2025, 17:07","","Bent Over Row (Barbell)",,"",0,"warmup",20,15,,,
"Pull","12 Dec 2025, 16:24","12 Dec 2025, 17:07","","Bent Over Row (Barbell)",,"",1,"normal",30,14,,,
"Pull","12 Dec 2025, 16:24","12 Dec 2025, 17:07","","Bent Over Row (Barbell)",,"",2,"normal",40,12,,,
"Pull","12 Dec 2025, 16:24","12 Dec 2025, 17:07","","Bent Over Row (Barbell)",,"",3,"dropset",20,14,,,
"Pull","12 Dec 2025, 16:24","12 Dec 2025, 17:07","","Preacher Curl (Barbell)",,"",0,"warmup",10,15,,,
"Pull","12 Dec 2025, 16:24","12 Dec 2025, 17:07","","Preacher Curl (Barbell)",,"",1,"failure",15,13,,,
"Pull","12 Dec 2025, 16:24","12 Dec 2025, 17:07","","Preacher Curl (Barbell)",,"",2,"failure",15,12,,,
"Pull","12 Dec 2025, 16:24","12 Dec 2025, 17:07","","Face Pull",,"",0,"warmup",40,15,,,
"Pull","12 Dec 2025, 16:24","12 Dec 2025, 17:07","","Face Pull",,"",1,"normal",50,10,,,
"Pull","12 Dec 2025, 16:24","12 Dec 2025, 17:07","","Face Pull",,"",2,"normal",50,10,,,
"Pull","12 Dec 2025, 16:24","12 Dec 2025, 17:07","","Face Pull",,"",3,"dropset",30,10,,,
"Pull","12 Dec 2025, 16:24","12 Dec 2025, 17:07","","Cross Body Hammer Curl",,"",0,"failure",10,16,,,
"Pull","12 Dec 2025, 16:24","12 Dec 2025, 17:07","","Cross Body Hammer Curl",,"",1,"failure",10,12,,,
"Pull","12 Dec 2025, 16:24","12 Dec 2025, 17:07","","Cross Body Hammer Curl",,"",2,"normal",7.5,24,,,
"Pull","12 Dec 2025, 16:24","12 Dec 2025, 17:07","","Lat Pulldown (Machine)",,"",0,"normal",31,15,,,
"Pull","12 Dec 2025, 16:24","12 Dec 2025, 17:07","","Lat Pulldown (Machine)",,"",1,"normal",31,13,,,
"Pull","12 Dec 2025, 16:24","12 Dec 2025, 17:07","","Lat Pulldown (Machine)",,"",2,"normal",23,16,,,
"Pull","12 Dec 2025, 16:24","12 Dec 2025, 17:07","","Spinning",,"",0,"normal",,,,300,
"Pull","12 Dec 2025, 16:24","12 Dec 2025, 17:07","","Pullover (Machine)",,"",0,"failure",30,14,,,
"Pull","12 Dec 2025, 16:24","12 Dec 2025, 17:07","","Pullover (Machine)",,"",1,"failure",30,8,,,
"Push B","10 Dec 2025, 17:12","10 Dec 2025, 17:52","","Overhead Press (Barbell)",,"",0,"warmup",20,12,,,
"Push B","10 Dec 2025, 17:12","10 Dec 2025, 17:52","","Overhead Press (Barbell)",,"",1,"failure",25,5,,,
"Push B","10 Dec 2025, 17:12","10 Dec 2025, 17:52","","Overhead Press (Barbell)",,"",2,"failure",25,5,,,
"Push B","10 Dec 2025, 17:12","10 Dec 2025, 17:52","","Overhead Press (Barbell)",,"",3,"normal",20,8,,,
"Push B","10 Dec 2025, 17:12","10 Dec 2025, 17:52","","Triceps Rope Pushdown",,"",0,"warmup",25,15,,,
"Push B","10 Dec 2025, 17:12","10 Dec 2025, 17:52","","Triceps Rope Pushdown",,"",1,"failure",35,12,,,
"Push B","10 Dec 2025, 17:12","10 Dec 2025, 17:52","","Triceps Rope Pushdown",,"",2,"failure",35,8,,,
"Push B","10 Dec 2025, 17:12","10 Dec 2025, 17:52","","Triceps Rope Pushdown",,"",3,"dropset",25,8,,,
"Push B","10 Dec 2025, 17:12","10 Dec 2025, 17:52","","Incline Bench Press (Barbell)",,"",0,"normal",30,13,,,
"Push B","10 Dec 2025, 17:12","10 Dec 2025, 17:52","","Incline Bench Press (Barbell)",,"",1,"normal",35,5,,,
"Push B","10 Dec 2025, 17:12","10 Dec 2025, 17:52","","Incline Bench Press (Barbell)",,"",2,"normal",35,5,,,
"Push B","10 Dec 2025, 17:12","10 Dec 2025, 17:52","","Behind the Back Bicep Wrist Curl (Barbell)",,"",0,"normal",20,20,,,
"Push B","10 Dec 2025, 17:12","10 Dec 2025, 17:52","","Behind the Back Bicep Wrist Curl (Barbell)",,"",1,"failure",25,12,,,
"Push B","10 Dec 2025, 17:12","10 Dec 2025, 17:52","","Behind the Back Bicep Wrist Curl (Barbell)",,"",2,"normal",25,10,,,
"Push B","10 Dec 2025, 17:12","10 Dec 2025, 17:52","","Lateral Raise (Dumbbell)",,"",0,"failure",20,8,,,
"Push B","10 Dec 2025, 17:12","10 Dec 2025, 17:52","","Lateral Raise (Dumbbell)",,"",1,"failure",20,7,,,
"Push B","10 Dec 2025, 17:12","10 Dec 2025, 17:52","","Lateral Raise (Dumbbell)",,"",2,"dropset",10,10,,,
"Push B","10 Dec 2025, 17:12","10 Dec 2025, 17:52","","Seated Dip Machine",,"",0,"normal",55,12,,,
"Push B","10 Dec 2025, 17:12","10 Dec 2025, 17:52","","Seated Dip Machine",,"",1,"failure",55,12,,,
"Push B","10 Dec 2025, 17:12","10 Dec 2025, 17:52","","Seated Dip Machine",,"",2,"failure",62,4,,,
"Push A","2 Dec 2025, 16:38","2 Dec 2025, 17:20","","Incline Bench Press (Dumbbell)",,"",0,"warmup",20,15,,,
"Push A","2 Dec 2025, 16:38","2 Dec 2025, 17:20","","Incline Bench Press (Dumbbell)",,"",1,"normal",30,14,,,
"Push A","2 Dec 2025, 16:38","2 Dec 2025, 17:20","","Incline Bench Press (Dumbbell)",,"",2,"normal",35,7,,,
"Push A","2 Dec 2025, 16:38","2 Dec 2025, 17:20","","Incline Bench Press (Dumbbell)",,"",3,"failure",35,4,,,
"Push A","2 Dec 2025, 16:38","2 Dec 2025, 17:20","","JM Press (Barbell)",,"",0,"normal",20,12,,,
"Push A","2 Dec 2025, 16:38","2 Dec 2025, 17:20","","JM Press (Barbell)",,"",1,"failure",20,8,,,
"Push A","2 Dec 2025, 16:38","2 Dec 2025, 17:20","","JM Press (Barbell)",,"",2,"failure",20,9,,,
"Push A","2 Dec 2025, 16:38","2 Dec 2025, 17:20","","Seated Shoulder Press (Machine)",,"",0,"failure",43,8,,,
"Push A","2 Dec 2025, 16:38","2 Dec 2025, 17:20","","Seated Shoulder Press (Machine)",,"",1,"failure",43,9,,,
"Push A","2 Dec 2025, 16:38","2 Dec 2025, 17:20","","Seated Shoulder Press (Machine)",,"",2,"failure",43,10,,,
"Push A","2 Dec 2025, 16:38","2 Dec 2025, 17:20","","Super Horizontal Bench Press",,"",0,"failure",30,6,,,
"Push A","2 Dec 2025, 16:38","2 Dec 2025, 17:20","","Super Horizontal Bench Press",,"",1,"failure",30,6,,,
"Push A","2 Dec 2025, 16:38","2 Dec 2025, 17:20","","Super Horizontal Bench Press",,"",2,"failure",20,10,,,
"Push A","2 Dec 2025, 16:38","2 Dec 2025, 17:20","","Triceps Pushdown",,"",0,"failure",35,14,,,
"Push A","2 Dec 2025, 16:38","2 Dec 2025, 17:20","","Triceps Pushdown",,"",1,"failure",40,6,,,
"Push A","2 Dec 2025, 16:38","2 Dec 2025, 17:20","","Triceps Pushdown",,"",2,"failure",35,8,,,
"Push A","2 Dec 2025, 16:38","2 Dec 2025, 17:20","","Front Raise (Cable)",,"",0,"failure",15,7,,,
"Push A","2 Dec 2025, 16:38","2 Dec 2025, 17:20","","Front Raise (Cable)",,"",1,"failure",10,9,,,
"Push A","2 Dec 2025, 16:38","2 Dec 2025, 17:20","","Front Raise (Cable)",,"",2,"failure",10,8,,,
"Push A","2 Dec 2025, 16:38","2 Dec 2025, 17:20","","Lateral Raise (Dumbbell)",,"",0,"failure",15,10,,,
"Push A","2 Dec 2025, 16:38","2 Dec 2025, 17:20","","Lateral Raise (Dumbbell)",,"",1,"dropset",10,11,,,
"Push A","2 Dec 2025, 16:38","2 Dec 2025, 17:20","","Lateral Raise (Dumbbell)",,"",2,"dropset",5,12,,,
"Legs A","30 Nov 2025, 10:05","30 Nov 2025, 10:50","","Hip Press",,"",0,"warmup",40,15,,,
"Legs A","30 Nov 2025, 10:05","30 Nov 2025, 10:50","","Hip Press",,"",1,"normal",80,7,,,
"Legs A","30 Nov 2025, 10:05","30 Nov 2025, 10:50","","Hip Press",,"",2,"normal",60,12,,,
"Legs A","30 Nov 2025, 10:05","30 Nov 2025, 10:50","","Hip Press",,"",3,"normal",60,8,,,
"Legs A","30 Nov 2025, 10:05","30 Nov 2025, 10:50","","Standing Calf Raise (Machine)",,"",0,"normal",90,15,,,
"Legs A","30 Nov 2025, 10:05","30 Nov 2025, 10:50","","Standing Calf Raise (Machine)",,"",1,"failure",100,12,,,
"Legs A","30 Nov 2025, 10:05","30 Nov 2025, 10:50","","Standing Calf Raise (Machine)",,"",2,"normal",100,12,,,
"Legs A","30 Nov 2025, 10:05","30 Nov 2025, 10:50","","Seated Leg Curl (Machine)",,"",0,"normal",41,13,,,
"Legs A","30 Nov 2025, 10:05","30 Nov 2025, 10:50","","Seated Leg Curl (Machine)",,"",1,"failure",44,5,,,
"Legs A","30 Nov 2025, 10:05","30 Nov 2025, 10:50","","Seated Leg Curl (Machine)",,"",2,"normal",36,11,,,
"Legs A","30 Nov 2025, 10:05","30 Nov 2025, 10:50","","Seated Leg Curl (Machine)",,"",3,"normal",34,8,,,
"Legs A","30 Nov 2025, 10:05","30 Nov 2025, 10:50","","Hoist Leg Extension",,"",0,"normal",30,10,,,
"Legs A","30 Nov 2025, 10:05","30 Nov 2025, 10:50","","Hoist Leg Extension",,"",1,"failure",30,10,,,
"Legs A","30 Nov 2025, 10:05","30 Nov 2025, 10:50","","Hoist Leg Extension",,"",2,"failure",24,12,,,
"Legs A","30 Nov 2025, 10:05","30 Nov 2025, 10:50","","Hip Abduction (Machine)",,"",0,"failure",80,10,,,
"Legs A","30 Nov 2025, 10:05","30 Nov 2025, 10:50","","Hip Abduction (Machine)",,"",1,"failure",73,11,,,
"Legs A","30 Nov 2025, 10:05","30 Nov 2025, 10:50","","Hip Abduction (Machine)",,"",2,"normal",73,12,,,
"Legs A","30 Nov 2025, 10:05","30 Nov 2025, 10:50","","Cross Body Hammer Curl",,"",0,"normal",10,22,,,
"Legs A","30 Nov 2025, 10:05","30 Nov 2025, 10:50","","Cross Body Hammer Curl",,"",1,"failure",10,14,,,
"Legs A","30 Nov 2025, 10:05","30 Nov 2025, 10:50","","Seated Wrist Extension (Barbell)",,"",0,"normal",10,15,,,
"Legs A","30 Nov 2025, 10:05","30 Nov 2025, 10:50","","Seated Wrist Extension (Barbell)",,"",1,"normal",10,12,,,
"Pull A","29 Nov 2025, 15:50","29 Nov 2025, 16:27","","Spinning",,"",0,"normal",,,,120,
"Pull A","29 Nov 2025, 15:50","29 Nov 2025, 16:27","","Bicep Curl (Barbell)",,"",0,"normal",15,15,,,
"Pull A","29 Nov 2025, 15:50","29 Nov 2025, 16:27","","Bicep Curl (Barbell)",,"",1,"failure",20,5,,,
"Pull A","29 Nov 2025, 15:50","29 Nov 2025, 16:27","","Bicep Curl (Barbell)",,"",2,"failure",20,5,,,
"Pull A","29 Nov 2025, 15:50","29 Nov 2025, 16:27","","Bicep Curl (Barbell)",,"",3,"dropset",10,8,,,
"Pull A","29 Nov 2025, 15:50","29 Nov 2025, 16:27","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",40,11,,,
"Pull A","29 Nov 2025, 15:50","29 Nov 2025, 16:27","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",40,11,,,
"Pull A","29 Nov 2025, 15:50","29 Nov 2025, 16:27","","Lat Pulldown - Close Grip (Cable)",,"",2,"failure",35,13,,,
"Pull A","29 Nov 2025, 15:50","29 Nov 2025, 16:27","","Lat Pulldown - Close Grip (Cable)",,"",3,"dropset",25,16,,,
"Pull A","29 Nov 2025, 15:50","29 Nov 2025, 16:27","","Hammer Curl (Cable)",,"",0,"normal",25,12,,,
"Pull A","29 Nov 2025, 15:50","29 Nov 2025, 16:27","","Hammer Curl (Cable)",,"",1,"failure",30,9,,,
"Pull A","29 Nov 2025, 15:50","29 Nov 2025, 16:27","","Hammer Curl (Cable)",,"",2,"failure",30,8,,,
"Pull A","29 Nov 2025, 15:50","29 Nov 2025, 16:27","","Hammer Curl (Cable)",,"",3,"dropset",15,9,,,
"Pull A","29 Nov 2025, 15:50","29 Nov 2025, 16:27","","Upright Row (Cable)",,"",0,"normal",30,16,,,
"Pull A","29 Nov 2025, 15:50","29 Nov 2025, 16:27","","Upright Row (Cable)",,"",1,"failure",40,9,,,
"Pull A","29 Nov 2025, 15:50","29 Nov 2025, 16:27","","Upright Row (Cable)",,"",2,"normal",35,8,,,
"Pull A","29 Nov 2025, 15:50","29 Nov 2025, 16:27","","Upright Row (Cable)",,"",3,"dropset",15,8,,,
"Pull A","29 Nov 2025, 15:50","29 Nov 2025, 16:27","","Preacher Curl (Machine)",,"",0,"failure",12,8,,,
"Pull A","29 Nov 2025, 15:50","29 Nov 2025, 16:27","","Preacher Curl (Machine)",,"",1,"failure",12,6,,,
"Pull A","29 Nov 2025, 15:50","29 Nov 2025, 16:27","","Preacher Curl (Machine)",,"",2,"failure",6,18,,,
"Pull A","29 Nov 2025, 15:50","29 Nov 2025, 16:27","","Pullover (Machine)",,"",0,"failure",40,8,,,
"Pull A","29 Nov 2025, 15:50","29 Nov 2025, 16:27","","Pullover (Machine)",,"",1,"failure",40,9,,,
"Pull A","29 Nov 2025, 15:50","29 Nov 2025, 16:27","","Pullover (Machine)",,"",2,"failure",30,18,,,
"Pull A","29 Nov 2025, 15:50","29 Nov 2025, 16:27","","Pullover (Machine)",,"",3,"normal",30,15,,,
"Push A","24 Nov 2025, 00:42","24 Nov 2025, 01:22","","Incline Bench Press (Barbell)",,"",0,"warmup",20,18,,,
"Push A","24 Nov 2025, 00:42","24 Nov 2025, 01:22","","Incline Bench Press (Barbell)",,"",1,"normal",30,14,,,
"Push A","24 Nov 2025, 00:42","24 Nov 2025, 01:22","","Incline Bench Press (Barbell)",,"",2,"normal",40,3,,,
"Push A","24 Nov 2025, 00:42","24 Nov 2025, 01:22","","Incline Bench Press (Barbell)",,"",3,"normal",40,3,,,
"Push A","24 Nov 2025, 00:42","24 Nov 2025, 01:22","","Triceps Rope Pushdown",,"",0,"failure",29,12,,,
"Push A","24 Nov 2025, 00:42","24 Nov 2025, 01:22","","Triceps Rope Pushdown",,"",1,"failure",29,11,,,
"Push A","24 Nov 2025, 00:42","24 Nov 2025, 01:22","","Triceps Rope Pushdown",,"",2,"failure",25,11,,,
"Push A","24 Nov 2025, 00:42","24 Nov 2025, 01:22","","Triceps Rope Pushdown",,"",3,"dropset",20,8,,,
"Push A","24 Nov 2025, 00:42","24 Nov 2025, 01:22","","Lateral Raise (Dumbbell)",,"",0,"failure",15,15,,,
"Push A","24 Nov 2025, 00:42","24 Nov 2025, 01:22","","Lateral Raise (Dumbbell)",,"",1,"failure",15,12,,,
"Push A","24 Nov 2025, 00:42","24 Nov 2025, 01:22","","Lateral Raise (Dumbbell)",,"",2,"failure",15,10,,,
"Push A","24 Nov 2025, 00:42","24 Nov 2025, 01:22","","Seated Dip Machine",,"",0,"failure",55,17,,,
"Push A","24 Nov 2025, 00:42","24 Nov 2025, 01:22","","Seated Dip Machine",,"",1,"failure",62,0,,,
"Push","10 Nov 2025, 16:13","10 Nov 2025, 16:52","","Bench Press (Barbell)",,"",0,"warmup",20,14,,,
"Push","10 Nov 2025, 16:13","10 Nov 2025, 16:52","","Bench Press (Barbell)",,"",1,"normal",30,12,,,
"Push","10 Nov 2025, 16:13","10 Nov 2025, 16:52","","Bench Press (Barbell)",,"",2,"normal",40,7,,,
"Push","10 Nov 2025, 16:13","10 Nov 2025, 16:52","","Bench Press (Barbell)",,"",3,"normal",45,2,,,
"Push","10 Nov 2025, 16:13","10 Nov 2025, 16:52","","Bench Press (Barbell)",,"",4,"normal",40,5,,,
"Push","10 Nov 2025, 16:13","10 Nov 2025, 16:52","","Decline Bench Press (Machine)",,"",0,"normal",40,13,,,
"Push","10 Nov 2025, 16:13","10 Nov 2025, 16:52","","Decline Bench Press (Machine)",,"",1,"failure",50,10,,,
"Push","10 Nov 2025, 16:13","10 Nov 2025, 16:52","","Decline Bench Press (Machine)",,"",2,"failure",50,7,,,
"Push","10 Nov 2025, 16:13","10 Nov 2025, 16:52","","Decline Bench Press (Machine)",,"",3,"normal",40,10,,,
"Push","10 Nov 2025, 16:13","10 Nov 2025, 16:52","","Seated Shoulder Press (Machine)",,"",0,"failure",50,4,,,
"Push","10 Nov 2025, 16:13","10 Nov 2025, 16:52","","Seated Shoulder Press (Machine)",,"",1,"failure",43,8,,,
"Push","10 Nov 2025, 16:13","10 Nov 2025, 16:52","","Seated Shoulder Press (Machine)",,"",2,"failure",43,6,,,
"Push","10 Nov 2025, 16:13","10 Nov 2025, 16:52","","Seated Shoulder Press (Machine)",,"",3,"normal",43,10,,,
"Push","10 Nov 2025, 16:13","10 Nov 2025, 16:52","","Incline Chest Fly (Dumbbell)",,"",0,"normal",10,15,,,
"Push","10 Nov 2025, 16:13","10 Nov 2025, 16:52","","Incline Chest Fly (Dumbbell)",,"",1,"normal",15,12,,,
"Push","10 Nov 2025, 16:13","10 Nov 2025, 16:52","","Skullcrusher (Dumbbell)",,"",0,"failure",15,15,,,
"Push","10 Nov 2025, 16:13","10 Nov 2025, 16:52","","Skullcrusher (Dumbbell)",,"",1,"failure",15,10,,,
"Morning workout ☀️","8 Nov 2025, 10:09","8 Nov 2025, 10:52","","Incline Bench Press (Dumbbell)",,"",0,"normal",25,12,,,
"Morning workout ☀️","8 Nov 2025, 10:09","8 Nov 2025, 10:52","","Incline Bench Press (Dumbbell)",,"",1,"normal",25,12,,,
"Morning workout ☀️","8 Nov 2025, 10:09","8 Nov 2025, 10:52","","Incline Bench Press (Dumbbell)",,"",2,"normal",30,9,,,
"Morning workout ☀️","8 Nov 2025, 10:09","8 Nov 2025, 10:52","","Incline Bench Press (Dumbbell)",,"",3,"normal",30,6,,,
"Morning workout ☀️","8 Nov 2025, 10:09","8 Nov 2025, 10:52","","Leg Extension (Machine)",,"",0,"failure",40,11,,,
"Morning workout ☀️","8 Nov 2025, 10:09","8 Nov 2025, 10:52","","Leg Extension (Machine)",,"",1,"failure",34,14,,,
"Morning workout ☀️","8 Nov 2025, 10:09","8 Nov 2025, 10:52","","Leg Extension (Machine)",,"",2,"failure",40,13,,,
"Morning workout ☀️","8 Nov 2025, 10:09","8 Nov 2025, 10:52","","Hammer Curl (Dumbbell)",,"",0,"failure",20,14,,,
"Morning workout ☀️","8 Nov 2025, 10:09","8 Nov 2025, 10:52","","Hammer Curl (Dumbbell)",,"",1,"failure",20,9,,,
"Morning workout ☀️","8 Nov 2025, 10:09","8 Nov 2025, 10:52","","Hammer Curl (Dumbbell)",,"",2,"normal",15,14,,,
"Morning workout ☀️","8 Nov 2025, 10:09","8 Nov 2025, 10:52","","Standing Calf Raise (Machine)",,"",0,"normal",90,11,,,
"Morning workout ☀️","8 Nov 2025, 10:09","8 Nov 2025, 10:52","","Standing Calf Raise (Machine)",,"",1,"failure",90,13,,,
"Morning workout ☀️","8 Nov 2025, 10:09","8 Nov 2025, 10:52","","Standing Calf Raise (Machine)",,"",2,"normal",90,11,,,
"Morning workout ☀️","8 Nov 2025, 10:09","8 Nov 2025, 10:52","","Hoist Mid Row",,"",0,"failure",59,10,,,
"Morning workout ☀️","8 Nov 2025, 10:09","8 Nov 2025, 10:52","","Hoist Mid Row",,"",1,"failure",59,10,,,
"Morning workout ☀️","8 Nov 2025, 10:09","8 Nov 2025, 10:52","","Hoist Mid Row",,"",2,"failure",59,10,,,
"Morning workout ☀️","8 Nov 2025, 10:09","8 Nov 2025, 10:52","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",29,15,,,
"Morning workout ☀️","8 Nov 2025, 10:09","8 Nov 2025, 10:52","","Straight Arm Lat Pulldown (Cable)",,"",1,"failure",34,14,,,
"Morning workout ☀️","8 Nov 2025, 10:09","8 Nov 2025, 10:52","","Straight Arm Lat Pulldown (Cable)",,"",2,"failure",34,8,,,
"Morning workout ☀️","8 Nov 2025, 10:09","8 Nov 2025, 10:52","","Front Raise (Dumbbell)",,"",0,"failure",15,15,,,
"Morning workout ☀️","8 Nov 2025, 10:09","8 Nov 2025, 10:52","","Front Raise (Dumbbell)",,"",1,"failure",15,12,,,
"Morning workout ☀️","8 Nov 2025, 10:09","8 Nov 2025, 10:52","","Front Raise (Dumbbell)",,"",2,"failure",10,8,,,
"Morning workout ☀️","1 Nov 2025, 10:40","1 Nov 2025, 11:23","","Super Horizontal Bench Press",,"",0,"warmup",20,15,,,
"Morning workout ☀️","1 Nov 2025, 10:40","1 Nov 2025, 11:23","","Super Horizontal Bench Press",,"",1,"failure",30,11,,,
"Morning workout ☀️","1 Nov 2025, 10:40","1 Nov 2025, 11:23","","Super Horizontal Bench Press",,"",2,"failure",40,6,,,
"Morning workout ☀️","1 Nov 2025, 10:40","1 Nov 2025, 11:23","","Super Horizontal Bench Press",,"",3,"dropset",20,8,,,
"Morning workout ☀️","1 Nov 2025, 10:40","1 Nov 2025, 11:23","","Shoulder Press (Dumbbell)",,"",0,"normal",20,12,,,
"Morning workout ☀️","1 Nov 2025, 10:40","1 Nov 2025, 11:23","","Shoulder Press (Dumbbell)",,"",1,"failure",20,9,,,
"Morning workout ☀️","1 Nov 2025, 10:40","1 Nov 2025, 11:23","","Shoulder Press (Dumbbell)",,"",2,"failure",20,10,,,
"Morning workout ☀️","1 Nov 2025, 10:40","1 Nov 2025, 11:23","","Triceps Pushdown",,"",0,"failure",40,10,,,
"Morning workout ☀️","1 Nov 2025, 10:40","1 Nov 2025, 11:23","","Triceps Pushdown",,"",1,"failure",40,13,,,
"Morning workout ☀️","1 Nov 2025, 10:40","1 Nov 2025, 11:23","","Triceps Pushdown",,"",2,"failure",40,10,,,
"Morning workout ☀️","1 Nov 2025, 10:40","1 Nov 2025, 11:23","","Decline Bench Press (Machine)",,"",0,"normal",40,16,,,
"Morning workout ☀️","1 Nov 2025, 10:40","1 Nov 2025, 11:23","","Decline Bench Press (Machine)",,"",1,"failure",60,5,,,
"Morning workout ☀️","1 Nov 2025, 10:40","1 Nov 2025, 11:23","","Boxing",,"",0,"normal",,,,300,
"Afternoon workout 💪","29 Oct 2025, 12:46","29 Oct 2025, 13:32","","Incline Chest Press (Machine)",,"",0,"warmup",40,15,,,
"Afternoon workout 💪","29 Oct 2025, 12:46","29 Oct 2025, 13:32","","Incline Chest Press (Machine)",,"",1,"normal",60,12,,,
"Afternoon workout 💪","29 Oct 2025, 12:46","29 Oct 2025, 13:32","","Incline Chest Press (Machine)",,"",2,"failure",70,5,,,
"Afternoon workout 💪","29 Oct 2025, 12:46","29 Oct 2025, 13:32","","Incline Chest Press (Machine)",,"",3,"failure",60,4,,,
"Afternoon workout 💪","29 Oct 2025, 12:46","29 Oct 2025, 13:32","","Lat Pulldown (Cable)",,"",0,"normal",40,15,,,
"Afternoon workout 💪","29 Oct 2025, 12:46","29 Oct 2025, 13:32","","Lat Pulldown (Cable)",,"",1,"failure",50,10,,,
"Afternoon workout 💪","29 Oct 2025, 12:46","29 Oct 2025, 13:32","","Lat Pulldown (Cable)",,"",2,"failure",50,8,,,
"Afternoon workout 💪","29 Oct 2025, 12:46","29 Oct 2025, 13:32","","EZ Bar Biceps Curl",,"",0,"failure",20,9,,,
"Afternoon workout 💪","29 Oct 2025, 12:46","29 Oct 2025, 13:32","","EZ Bar Biceps Curl",,"",1,"failure",20,8,,,
"Afternoon workout 💪","29 Oct 2025, 12:46","29 Oct 2025, 13:32","","EZ Bar Biceps Curl",,"",2,"failure",20,6,,,
"Afternoon workout 💪","29 Oct 2025, 12:46","29 Oct 2025, 13:32","","Skullcrusher (Barbell)",,"",0,"failure",20,16,,,
"Afternoon workout 💪","29 Oct 2025, 12:46","29 Oct 2025, 13:32","","Skullcrusher (Barbell)",,"",1,"failure",20,14,,,
"Afternoon workout 💪","29 Oct 2025, 12:46","29 Oct 2025, 13:32","","Skullcrusher (Barbell)",,"",2,"failure",20,12,,,
"Afternoon workout 💪","29 Oct 2025, 12:46","29 Oct 2025, 13:32","","Wrist Extension (Dumbbell)",,"",0,"failure",7.5,16,,,
"Afternoon workout 💪","29 Oct 2025, 12:46","29 Oct 2025, 13:32","","Wrist Extension (Dumbbell)",,"",1,"failure",5,18,,,
"Afternoon workout 💪","29 Oct 2025, 12:46","29 Oct 2025, 13:32","","Wrist Extension (Dumbbell)",,"",2,"failure",5,22,,,
"Afternoon workout 💪","29 Oct 2025, 12:46","29 Oct 2025, 13:32","","Lateral Raise (Dumbbell)",,"",0,"failure",15,15,,,
"Afternoon workout 💪","29 Oct 2025, 12:46","29 Oct 2025, 13:32","","Lateral Raise (Dumbbell)",,"",1,"failure",15,12,,,
"Afternoon workout 💪","29 Oct 2025, 12:46","29 Oct 2025, 13:32","","Lateral Raise (Dumbbell)",,"",2,"failure",15,12,,,
"Afternoon workout 💪","29 Oct 2025, 12:46","29 Oct 2025, 13:32","","Spinning",,"",0,"normal",,,,180,
"Push A","20 Oct 2025, 12:35","20 Oct 2025, 13:04","","Incline Bench Press (Barbell)",,"",0,"warmup",20,15,,,
"Push A","20 Oct 2025, 12:35","20 Oct 2025, 13:04","","Incline Bench Press (Barbell)",,"",1,"normal",30,10,,,
"Push A","20 Oct 2025, 12:35","20 Oct 2025, 13:04","","Incline Bench Press (Barbell)",,"",2,"normal",40,5,,,
"Push A","20 Oct 2025, 12:35","20 Oct 2025, 13:04","","Incline Bench Press (Barbell)",,"",3,"normal",40,4,,,
"Push A","20 Oct 2025, 12:35","20 Oct 2025, 13:04","","Triceps Rope Pushdown",,"",0,"failure",35,11,,,
"Push A","20 Oct 2025, 12:35","20 Oct 2025, 13:04","","Triceps Rope Pushdown",,"",1,"failure",35,7,,,
"Push A","20 Oct 2025, 12:35","20 Oct 2025, 13:04","","Triceps Rope Pushdown",,"",2,"failure",30,11,,,
"Push A","20 Oct 2025, 12:35","20 Oct 2025, 13:04","","Triceps Rope Pushdown",,"",3,"failure",25,14,,,
"Push A","20 Oct 2025, 12:35","20 Oct 2025, 13:04","","Front Raise (Dumbbell)",,"",0,"failure",15,15,,,
"Push A","20 Oct 2025, 12:35","20 Oct 2025, 13:04","","Front Raise (Dumbbell)",,"",1,"failure",15,11,,,
"Push A","20 Oct 2025, 12:35","20 Oct 2025, 13:04","","Front Raise (Dumbbell)",,"",2,"failure",15,8,,,
