"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Push 2","13 Jun 2023, 16:29","13 Jun 2023, 21:04","","Bench Press (Dumbbell)",,"",0,"warmup",28,12,,,
"Push 2","13 Jun 2023, 16:29","13 Jun 2023, 21:04","","Bench Press (Dumbbell)",,"",1,"normal",32,12,,,
"Push 2","13 Jun 2023, 16:29","13 Jun 2023, 21:04","","Bench Press (Dumbbell)",,"",2,"failure",36,12,,,
"Push 2","13 Jun 2023, 16:29","13 Jun 2023, 21:04","","Incline Bench Press (Smith Machine)",,"",0,"failure",20,10,,,
"Push 2","13 Jun 2023, 16:29","13 Jun 2023, 21:04","","Incline Bench Press (Smith Machine)",,"",1,"failure",25,6,,,
"Push 2","13 Jun 2023, 16:29","13 Jun 2023, 21:04","","Incline Bench Press (Smith Machine)",,"",2,"failure",25,7,,,
"Push 2","13 Jun 2023, 16:29","13 Jun 2023, 21:04","","Skullcrusher (Dumbbell)",,"",0,"failure",20,6,,,
"Push 2","13 Jun 2023, 16:29","13 Jun 2023, 21:04","","Skullcrusher (Dumbbell)",,"",1,"failure",20,5,,,
"Push 2","13 Jun 2023, 16:29","13 Jun 2023, 21:04","","Skullcrusher (Dumbbell)",,"",2,"dropset",12,15,,,
"Push 2","13 Jun 2023, 16:29","13 Jun 2023, 21:04","","Triceps Rope Pushdown",,"",0,"failure",36,7,,,
"Push 2","13 Jun 2023, 16:29","13 Jun 2023, 21:04","","Triceps Rope Pushdown",,"",1,"failure",32,11,,,
"Push 2","13 Jun 2023, 16:29","13 Jun 2023, 21:04","","Triceps Rope Pushdown",,"",2,"failure",32,11,,,
"Push 2","9 Jun 2023, 11:41","9 Jun 2023, 12:39","","Bench Press (Barbell)",,"",0,"warmup",35,10,,,
"Push 2","9 Jun 2023, 11:41","9 Jun 2023, 12:39","","Bench Press (Barbell)",,"",1,"normal",50,8,,,
"Push 2","9 Jun 2023, 11:41","9 Jun 2023, 12:39","","Bench Press (Barbell)",,"",2,"normal",50,6,,,
"Push 2","9 Jun 2023, 11:41","9 Jun 2023, 12:39","","Bench Press (Barbell)",,"",3,"normal",55,3,,,
"Push 2","9 Jun 2023, 11:41","9 Jun 2023, 12:39","","Triceps Rope Pushdown",,"",0,"failure",36,12,,,
"Push 2","9 Jun 2023, 11:41","9 Jun 2023, 12:39","","Triceps Rope Pushdown",,"",1,"failure",41,5,,,
"Push 2","9 Jun 2023, 11:41","9 Jun 2023, 12:39","","Triceps Rope Pushdown",,"",2,"failure",36,6,,,
"Push 2","9 Jun 2023, 11:41","9 Jun 2023, 12:39","","Chest Fly (Machine)",,"",0,"normal",60,12,,,
"Push 2","9 Jun 2023, 11:41","9 Jun 2023, 12:39","","Chest Fly (Machine)",,"",1,"failure",70,8,,,
"Push 2","9 Jun 2023, 11:41","9 Jun 2023, 12:39","","Chest Fly (Machine)",,"",2,"failure",70,10,,,
"Push 2","9 Jun 2023, 11:41","9 Jun 2023, 12:39","","Incline Bench Press (Dumbbell)",,"",0,"normal",28,12,,,
"Push 2","9 Jun 2023, 11:41","9 Jun 2023, 12:39","","Incline Bench Press (Dumbbell)",,"",1,"failure",32,7,,,
"Push 2","9 Jun 2023, 11:41","9 Jun 2023, 12:39","","Incline Bench Press (Dumbbell)",,"",2,"normal",32,10,,,
"Push 2","9 Jun 2023, 11:41","9 Jun 2023, 12:39","","Skullcrusher (Barbell)",,"",0,"normal",20,12,,,
"Push 2","9 Jun 2023, 11:41","9 Jun 2023, 12:39","","Skullcrusher (Barbell)",,"",1,"failure",20,10,,,
"Push 2","9 Jun 2023, 11:41","9 Jun 2023, 12:39","","Skullcrusher (Barbell)",,"",2,"failure",20,11,,,
"Pull 2","5 Jun 2023, 11:02","5 Jun 2023, 12:09","","Low Row",,"",0,"warmup",40,12,,,
"Pull 2","5 Jun 2023, 11:02","5 Jun 2023, 12:09","","Low Row",,"",1,"normal",50,12,,,
"Pull 2","5 Jun 2023, 11:02","5 Jun 2023, 12:09","","Low Row",,"",2,"failure",60,10,,,
"Pull 2","5 Jun 2023, 11:02","5 Jun 2023, 12:09","","Low Row",,"",3,"failure",60,9,,,
"Pull 2","5 Jun 2023, 11:02","5 Jun 2023, 12:09","","Cross Body Hammer Curl",,"",0,"failure",12,20,,,
"Pull 2","5 Jun 2023, 11:02","5 Jun 2023, 12:09","","Cross Body Hammer Curl",,"",1,"failure",12,20,,,
"Pull 2","5 Jun 2023, 11:02","5 Jun 2023, 12:09","","Cross Body Hammer Curl",,"",2,"failure",10,24,,,
"Pull 2","5 Jun 2023, 11:02","5 Jun 2023, 12:09","","Bent Over Row (Barbell)",,"",0,"normal",40,12,,,
"Pull 2","5 Jun 2023, 11:02","5 Jun 2023, 12:09","","Bent Over Row (Barbell)",,"",1,"failure",50,8,,,
"Pull 2","5 Jun 2023, 11:02","5 Jun 2023, 12:09","","Bent Over Row (Barbell)",,"",2,"failure",50,8,,,
"Pull 2","5 Jun 2023, 11:02","5 Jun 2023, 12:09","","Bent Over Row (Barbell)",,"",3,"normal",40,10,,,
"Pull 2","5 Jun 2023, 11:02","5 Jun 2023, 12:09","","Bicep Curl (Cable)",,"",0,"failure",32,9,,,
"Pull 2","5 Jun 2023, 11:02","5 Jun 2023, 12:09","","Bicep Curl (Cable)",,"",1,"failure",27,8,,,
"Pull 2","5 Jun 2023, 11:02","5 Jun 2023, 12:09","","Bicep Curl (Cable)",,"",2,"normal",23,12,,,
"Pull 2","5 Jun 2023, 11:02","5 Jun 2023, 12:09","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",50,12,,,
"Pull 2","5 Jun 2023, 11:02","5 Jun 2023, 12:09","","Rear Delt Reverse Fly (Machine)",,"",1,"failure",55,7,,,
"Pull 2","5 Jun 2023, 11:02","5 Jun 2023, 12:09","","Rear Delt Reverse Fly (Machine)",,"",2,"failure",50,11,,,
"Push","3 Jun 2023, 10:47","3 Jun 2023, 11:54","","Incline Bench Press (Barbell)",,"",0,"failure",40,10,,,
"Push","3 Jun 2023, 10:47","3 Jun 2023, 11:54","","Incline Bench Press (Barbell)",,"",1,"normal",45,4,,,
"Push","3 Jun 2023, 10:47","3 Jun 2023, 11:54","","Incline Bench Press (Barbell)",,"",2,"normal",45,6,,,
"Push","3 Jun 2023, 10:47","3 Jun 2023, 11:54","","Triceps Rope Pushdown",,"",0,"failure",41,9,,,
"Push","3 Jun 2023, 10:47","3 Jun 2023, 11:54","","Triceps Rope Pushdown",,"",1,"failure",41,7,,,
"Push","3 Jun 2023, 10:47","3 Jun 2023, 11:54","","Triceps Rope Pushdown",,"",2,"normal",36,9,,,
"Push","3 Jun 2023, 10:47","3 Jun 2023, 11:54","","Overhead Tricep Cable Extension",,"",0,"failure",27,9,,,
"Push","3 Jun 2023, 10:47","3 Jun 2023, 11:54","","Overhead Tricep Cable Extension",,"",1,"failure",27,9,,,
"Push","3 Jun 2023, 10:47","3 Jun 2023, 11:54","","Overhead Tricep Cable Extension",,"",2,"failure",23,9,,,
"Push","3 Jun 2023, 10:47","3 Jun 2023, 11:54","","Shoulder Press (Dumbbell)",,"",0,"failure",28,7,,,
"Push","3 Jun 2023, 10:47","3 Jun 2023, 11:54","","Shoulder Press (Dumbbell)",,"",1,"failure",28,8,,,
"Push","3 Jun 2023, 10:47","3 Jun 2023, 11:54","","Shoulder Press (Dumbbell)",,"",2,"failure",28,8,,,
"Push","3 Jun 2023, 10:47","3 Jun 2023, 11:54","","Seated Lateral Raise (Dumbbell)",,"",0,"normal",12,14,,,
"Push","3 Jun 2023, 10:47","3 Jun 2023, 11:54","","Seated Lateral Raise (Dumbbell)",,"",1,"normal",12,12,,,
"Push","3 Jun 2023, 10:47","3 Jun 2023, 11:54","","Seated Lateral Raise (Dumbbell)",,"",2,"normal",12,12,,,
"Push","3 Jun 2023, 10:47","3 Jun 2023, 11:54","","Chest Fly (Machine)",,"",0,"normal",65,10,,,
"Push","3 Jun 2023, 10:47","3 Jun 2023, 11:54","","Chest Fly (Machine)",,"",1,"failure",70,7,,,
"Push","3 Jun 2023, 10:47","3 Jun 2023, 11:54","","Chest Fly (Machine)",,"",2,"failure",70,6,,,
"Legs and Arms","2 Jun 2023, 15:42","2 Jun 2023, 20:51","","Deadlift (Barbell)",,"",0,"warmup",40,6,,,
"Legs and Arms","2 Jun 2023, 15:42","2 Jun 2023, 20:51","","Deadlift (Barbell)",,"",1,"failure",70,7,,,
"Legs and Arms","2 Jun 2023, 15:42","2 Jun 2023, 20:51","","Deadlift (Barbell)",,"",2,"normal",75,8,,,
"Legs and Arms","2 Jun 2023, 15:42","2 Jun 2023, 20:51","","Deadlift (Barbell)",,"",3,"failure",70,2,,,
"Legs and Arms","2 Jun 2023, 15:42","2 Jun 2023, 20:51","","Leg Extension (Machine)",,"",0,"failure",63,11,,,
"Legs and Arms","2 Jun 2023, 15:42","2 Jun 2023, 20:51","","Leg Extension (Machine)",,"",1,"failure",67.5,10,,,
"Legs and Arms","2 Jun 2023, 15:42","2 Jun 2023, 20:51","","Leg Extension (Machine)",,"",2,"failure",72,8,,,
"Legs and Arms","2 Jun 2023, 15:42","2 Jun 2023, 20:51","","Seated Incline Curl (Dumbbell)",,"",0,"normal",20,12,,,
"Legs and Arms","2 Jun 2023, 15:42","2 Jun 2023, 20:51","","Seated Incline Curl (Dumbbell)",,"",1,"normal",20,10,,,
"Legs and Arms","2 Jun 2023, 15:42","2 Jun 2023, 20:51","","Seated Incline Curl (Dumbbell)",,"",2,"normal",16,12,,,
"Legs and Arms","2 Jun 2023, 15:42","2 Jun 2023, 20:51","","Seated Wrist Extension (Barbell)",,"",0,"failure",10,15,,,
"Legs and Arms","2 Jun 2023, 15:42","2 Jun 2023, 20:51","","Seated Wrist Extension (Barbell)",,"",1,"failure",10,12,,,
"Legs and Arms","2 Jun 2023, 15:42","2 Jun 2023, 20:51","","Seated Wrist Extension (Barbell)",,"",2,"failure",10,10,,,
"Legs and Arms","2 Jun 2023, 15:42","2 Jun 2023, 20:51","","Pendulum Squat",,"",0,"normal",10,12,,,
"Legs and Arms","2 Jun 2023, 15:42","2 Jun 2023, 20:51","","Pendulum Squat",,"",1,"normal",15,8,,,
"Legs and Arms","2 Jun 2023, 15:42","2 Jun 2023, 20:51","","Pendulum Squat",,"",2,"failure",15,6,,,
"Legs and Arms","2 Jun 2023, 15:42","2 Jun 2023, 20:51","","Seated Calf Raise",,"",0,"normal",25,12,,,
"Legs and Arms","2 Jun 2023, 15:42","2 Jun 2023, 20:51","","Seated Calf Raise",,"",1,"normal",25,12,,,
"Legs and Arms","2 Jun 2023, 15:42","2 Jun 2023, 20:51","","Seated Calf Raise",,"",2,"failure",25,10,,,
"Push 2","31 May 2023, 07:51","31 May 2023, 08:45","","Bench Press (Barbell)",,"",0,"warmup",20,10,,,
"Push 2","31 May 2023, 07:51","31 May 2023, 08:45","","Bench Press (Barbell)",,"",1,"normal",40,8,,,
"Push 2","31 May 2023, 07:51","31 May 2023, 08:45","","Bench Press (Barbell)",,"",2,"normal",60,2,,,
"Push 2","31 May 2023, 07:51","31 May 2023, 08:45","","Bench Press (Barbell)",,"",3,"normal",60,1,,,
"Push 2","31 May 2023, 07:51","31 May 2023, 08:45","","Triceps Rope Pushdown",,"",0,"failure",41,9,,,
"Push 2","31 May 2023, 07:51","31 May 2023, 08:45","","Triceps Rope Pushdown",,"",1,"failure",41,8,,,
"Push 2","31 May 2023, 07:51","31 May 2023, 08:45","","Triceps Rope Pushdown",,"",2,"failure",36,9,,,
"Push 2","31 May 2023, 07:51","31 May 2023, 08:45","","Seated Shoulder Press (Machine)",,"",0,"normal",40,12,,,
"Push 2","31 May 2023, 07:51","31 May 2023, 08:45","","Seated Shoulder Press (Machine)",,"",1,"failure",45,8,,,
"Push 2","31 May 2023, 07:51","31 May 2023, 08:45","","Seated Shoulder Press (Machine)",,"",2,"failure",45,5,,,
"Push 2","31 May 2023, 07:51","31 May 2023, 08:45","","Skullcrusher (Barbell)",,"",0,"normal",10,12,,,
"Push 2","31 May 2023, 07:51","31 May 2023, 08:45","","Skullcrusher (Barbell)",,"",1,"normal",15,12,,,
"Push 2","31 May 2023, 07:51","31 May 2023, 08:45","","Skullcrusher (Barbell)",,"",2,"normal",20,10,,,
"Push 2","31 May 2023, 07:51","31 May 2023, 08:45","","Incline Bench Press (Dumbbell)",,"",0,"failure",32,9,,,
"Push 2","31 May 2023, 07:51","31 May 2023, 08:45","","Incline Bench Press (Dumbbell)",,"",1,"failure",32,10,,,
"Pull 2","29 May 2023, 11:30","29 May 2023, 12:33","","Iso-Lateral Row (Machine)",,"Narrow grip",0,"warmup",50,10,,,
"Pull 2","29 May 2023, 11:30","29 May 2023, 12:33","","Iso-Lateral Row (Machine)",,"Narrow grip",1,"failure",60,12,,,
"Pull 2","29 May 2023, 11:30","29 May 2023, 12:33","","Iso-Lateral Row (Machine)",,"Narrow grip",2,"failure",65,10,,,
"Pull 2","29 May 2023, 11:30","29 May 2023, 12:33","","Hammer Curl (Dumbbell)",,"",0,"failure",24,10,,,
"Pull 2","29 May 2023, 11:30","29 May 2023, 12:33","","Hammer Curl (Dumbbell)",,"",1,"failure",24,10,,,
"Pull 2","29 May 2023, 11:30","29 May 2023, 12:33","","Hammer Curl (Dumbbell)",,"",2,"normal",20,12,,,
"Pull 2","29 May 2023, 11:30","29 May 2023, 12:33","","Chest Supported Incline Row (Dumbbell)",,"",0,"normal",32,12,,,
"Pull 2","29 May 2023, 11:30","29 May 2023, 12:33","","Chest Supported Incline Row (Dumbbell)",,"",1,"normal",32,12,,,
"Pull 2","29 May 2023, 11:30","29 May 2023, 12:33","","Bicep Curl (Cable)",,"",0,"failure",32,8,,,
"Pull 2","29 May 2023, 11:30","29 May 2023, 12:33","","Bicep Curl (Cable)",,"",1,"failure",32,7,,,
"Pull 2","29 May 2023, 11:30","29 May 2023, 12:33","","Bicep Curl (Cable)",,"",2,"failure",27,8,,,
"Pull 2","29 May 2023, 11:30","29 May 2023, 12:33","","Shrug (Cable)",,"",0,"normal",32,15,,,
"Pull 2","29 May 2023, 11:30","29 May 2023, 12:33","","Shrug (Cable)",,"",1,"normal",36,14,,,
"Pull 2","29 May 2023, 11:30","29 May 2023, 12:33","","Shrug (Cable)",,"",2,"normal",41,15,,,
"Pull 2","29 May 2023, 11:30","29 May 2023, 12:33","","Reverse Bicep Curls (Cable)",,"",0,"failure",18,14,,,
"Pull 2","29 May 2023, 11:30","29 May 2023, 12:33","","Reverse Bicep Curls (Cable)",,"",1,"failure",23,8,,,
"Pull 2","29 May 2023, 11:30","29 May 2023, 12:33","","Reverse Bicep Curls (Cable)",,"",2,"failure",18,12,,,
"Push 2","28 May 2023, 10:46","28 May 2023, 11:49","","Incline Bench Press (Smith Machine)",,"",0,"warmup",20,10,,,
"Push 2","28 May 2023, 10:46","28 May 2023, 11:49","","Incline Bench Press (Smith Machine)",,"",1,"failure",30,8,,,
"Push 2","28 May 2023, 10:46","28 May 2023, 11:49","","Incline Bench Press (Smith Machine)",,"",2,"failure",30,7,,,
"Push 2","28 May 2023, 10:46","28 May 2023, 11:49","","Skullcrusher (Dumbbell)",,"",0,"failure",20,5,,,
"Push 2","28 May 2023, 10:46","28 May 2023, 11:49","","Skullcrusher (Dumbbell)",,"",1,"failure",16,10,,,
"Push 2","28 May 2023, 10:46","28 May 2023, 11:49","","Skullcrusher (Dumbbell)",,"",2,"failure",16,8,,,
"Push 2","28 May 2023, 10:46","28 May 2023, 11:49","","Lateral Raise (Dumbbell)",,"",0,"normal",16,15,,,
"Push 2","28 May 2023, 10:46","28 May 2023, 11:49","","Lateral Raise (Dumbbell)",,"",1,"failure",16,12,,,
"Push 2","28 May 2023, 10:46","28 May 2023, 11:49","","Lateral Raise (Dumbbell)",,"",2,"failure",16,11,,,
"Push 2","28 May 2023, 10:46","28 May 2023, 11:49","","Chest Press (Machine)",,"",0,"failure",60,10,,,
"Push 2","28 May 2023, 10:46","28 May 2023, 11:49","","Chest Press (Machine)",,"",1,"failure",65,5,,,
"Push 2","28 May 2023, 10:46","28 May 2023, 11:49","","Chest Press (Machine)",,"",2,"failure",55,8,,,
"Push 2","28 May 2023, 10:46","28 May 2023, 11:49","","Triceps Rope Pushdown",,"",0,"failure",36,8,,,
"Push 2","28 May 2023, 10:46","28 May 2023, 11:49","","Triceps Rope Pushdown",,"",1,"failure",32,10,,,
"Push 2","28 May 2023, 10:46","28 May 2023, 11:49","","Triceps Rope Pushdown",,"",2,"failure",32,10,,,
"Push 2","28 May 2023, 10:46","28 May 2023, 11:49","","Seated Wrist Extension (Barbell)",,"",0,"failure",10,14,,,
"Push 2","28 May 2023, 10:46","28 May 2023, 11:49","","Seated Wrist Extension (Barbell)",,"",1,"failure",12.5,10,,,
"Push 2","28 May 2023, 10:46","28 May 2023, 11:49","","Seated Wrist Extension (Barbell)",,"",2,"failure",12.5,12,,,
"Push 2","28 May 2023, 10:46","28 May 2023, 11:49","","Chest Fly (Machine)",,"",0,"failure",70,11,,,
"Push 2","28 May 2023, 10:46","28 May 2023, 11:49","","Chest Fly (Machine)",,"",1,"failure",75,9,,,
"Push 2","28 May 2023, 10:46","28 May 2023, 11:49","","Chest Fly (Machine)",,"",2,"failure",75,6,,,
"Pull 2","25 May 2023, 16:59","25 May 2023, 17:42","","Seated Cable Row - Bar Grip",,"",0,"warmup",45,12,,,
"Pull 2","25 May 2023, 16:59","25 May 2023, 17:42","","Seated Cable Row - Bar Grip",,"",1,"failure",54,8,,,
"Pull 2","25 May 2023, 16:59","25 May 2023, 17:42","","Seated Cable Row - Bar Grip",,"",2,"failure",54,7,,,
"Pull 2","25 May 2023, 16:59","25 May 2023, 17:42","","Seated Cable Row - Bar Grip",,"",3,"failure",50,9,,,
"Pull 2","25 May 2023, 16:59","25 May 2023, 17:42","","EZ Bar Biceps Curl",,"",0,"failure",22.5,9,,,
"Pull 2","25 May 2023, 16:59","25 May 2023, 17:42","","EZ Bar Biceps Curl",,"",1,"failure",22.5,9,,,
"Pull 2","25 May 2023, 16:59","25 May 2023, 17:42","","EZ Bar Biceps Curl",,"",2,"failure",22.5,8,,,
"Pull 2","25 May 2023, 16:59","25 May 2023, 17:42","","Rear Delt Dumbbell Fly",,"",0,"normal",20,14,,,
"Pull 2","25 May 2023, 16:59","25 May 2023, 17:42","","Rear Delt Dumbbell Fly",,"",1,"normal",20,12,,,
"Pull 2","25 May 2023, 16:59","25 May 2023, 17:42","","Rear Delt Dumbbell Fly",,"",2,"normal",12,20,,,
"Pull 2","25 May 2023, 16:59","25 May 2023, 17:42","","Hammer Curl (Dumbbell)",,"",0,"normal",20,12,,,
"Pull 2","25 May 2023, 16:59","25 May 2023, 17:42","","Hammer Curl (Dumbbell)",,"",1,"failure",20,12,,,
"Pull 2","25 May 2023, 16:59","25 May 2023, 17:42","","Hammer Curl (Dumbbell)",,"",2,"failure",20,9,,,
"Pull 2","25 May 2023, 16:59","25 May 2023, 17:42","","Seated Palms Up Wrist Curl",,"",0,"failure",12,15,,,
"Pull 2","25 May 2023, 16:59","25 May 2023, 17:42","","Seated Palms Up Wrist Curl",,"",1,"failure",12,12,,,
"Pull 2","25 May 2023, 16:59","25 May 2023, 17:42","","Seated Palms Up Wrist Curl",,"",2,"normal",12,10,,,
"Push 2","23 May 2023, 16:39","23 May 2023, 17:33","","Bench Press (Barbell)",,"",0,"warmup",40,10,,,
"Push 2","23 May 2023, 16:39","23 May 2023, 17:33","","Bench Press (Barbell)",,"",1,"normal",50,10,,,
"Push 2","23 May 2023, 16:39","23 May 2023, 17:33","","Bench Press (Barbell)",,"",2,"normal",60,2,,,
"Push 2","23 May 2023, 16:39","23 May 2023, 17:33","","Bench Press (Barbell)",,"",3,"normal",65,2,,,
"Push 2","23 May 2023, 16:39","23 May 2023, 17:33","","Single Arm Cable Lateral Raise",,"",0,"failure",9,15,,,
"Push 2","23 May 2023, 16:39","23 May 2023, 17:33","","Single Arm Cable Lateral Raise",,"",1,"failure",9,20,,,
"Push 2","23 May 2023, 16:39","23 May 2023, 17:33","","Single Arm Cable Lateral Raise",,"",2,"failure",9,24,,,
"Push 2","23 May 2023, 16:39","23 May 2023, 17:33","","Triceps Pushdown",,"",0,"normal",41,12,,,
"Push 2","23 May 2023, 16:39","23 May 2023, 17:33","","Triceps Pushdown",,"",1,"failure",45,6,,,
"Push 2","23 May 2023, 16:39","23 May 2023, 17:33","","Triceps Pushdown",,"",2,"failure",41,9,,,
"Push 2","23 May 2023, 16:39","23 May 2023, 17:33","","Overhead Press (Barbell)",,"",0,"normal",20,10,,,
"Push 2","23 May 2023, 16:39","23 May 2023, 17:33","","Overhead Press (Barbell)",,"",1,"failure",25,6,,,
"Push 2","23 May 2023, 16:39","23 May 2023, 17:33","","Overhead Press (Barbell)",,"",2,"failure",25,6,,,
"Push 2","23 May 2023, 16:39","23 May 2023, 17:33","","Incline Chest Press (Machine)",,"",0,"failure",50,7,,,
"Push 2","23 May 2023, 16:39","23 May 2023, 17:33","","Incline Chest Press (Machine)",,"",1,"failure",45,8,,,
"Push 2","23 May 2023, 16:39","23 May 2023, 17:33","","Incline Chest Press (Machine)",,"",2,"normal",40,9,,,
"Legs and Arms","20 May 2023, 09:40","20 May 2023, 10:41","","Leg Press (Machine)",,"",0,"normal",225,10,,,
"Legs and Arms","20 May 2023, 09:40","20 May 2023, 10:41","","Leg Press (Machine)",,"",1,"normal",235,10,,,
"Legs and Arms","20 May 2023, 09:40","20 May 2023, 10:41","","Leg Press (Machine)",,"",2,"normal",235,6,,,
"Legs and Arms","20 May 2023, 09:40","20 May 2023, 10:41","","Romanian Deadlift (Barbell)",,"",1,"normal",50,10,,,
"Legs and Arms","20 May 2023, 09:40","20 May 2023, 10:41","","Romanian Deadlift (Barbell)",,"",2,"normal",60,9,,,
"Legs and Arms","20 May 2023, 09:40","20 May 2023, 10:41","","Romanian Deadlift (Barbell)",,"",3,"normal",65,7,,,
"Legs and Arms","20 May 2023, 09:40","20 May 2023, 10:41","","Leg Extension (Machine)",,"",0,"failure",63,10,,,
"Legs and Arms","20 May 2023, 09:40","20 May 2023, 10:41","","Leg Extension (Machine)",,"",1,"failure",63,8,,,
"Legs and Arms","20 May 2023, 09:40","20 May 2023, 10:41","","Leg Extension (Machine)",,"",2,"dropset",50,8,,,
"Legs and Arms","20 May 2023, 09:40","20 May 2023, 10:41","","Seated Calf Raise",,"",0,"normal",20,10,,,
"Legs and Arms","20 May 2023, 09:40","20 May 2023, 10:41","","Seated Calf Raise",,"",1,"failure",20,10,,,
"Legs and Arms","20 May 2023, 09:40","20 May 2023, 10:41","","Seated Calf Raise",,"",2,"failure",20,12,,,
"Legs and Arms","20 May 2023, 09:40","20 May 2023, 10:41","","Overhead Tricep Cable Extension",,"",0,"failure",27,12,,,
"Legs and Arms","20 May 2023, 09:40","20 May 2023, 10:41","","Overhead Tricep Cable Extension",,"",1,"failure",32,7,,,
"Legs and Arms","20 May 2023, 09:40","20 May 2023, 10:41","","Overhead Tricep Cable Extension",,"",2,"failure",27,8,,,
"Legs and Arms","20 May 2023, 09:40","20 May 2023, 10:41","","Reverse Bicep Curls (Cable)",,"",0,"normal",23,10,,,
"Legs and Arms","20 May 2023, 09:40","20 May 2023, 10:41","","Reverse Bicep Curls (Cable)",,"",1,"normal",18,14,,,
"Legs and Arms","20 May 2023, 09:40","20 May 2023, 10:41","","Reverse Bicep Curls (Cable)",,"",2,"normal",18,11,,,
"Legs and Arms","20 May 2023, 09:40","20 May 2023, 10:41","","Back Extension (Weighted Hyperextension)",,"",0,"normal",,12,,,
"Pull","19 May 2023, 16:15","19 May 2023, 17:13","","Seated Cable Row - Bar Wide Grip",,"",0,"warmup",36,12,,,
"Pull","19 May 2023, 16:15","19 May 2023, 17:13","","Seated Cable Row - Bar Wide Grip",,"",1,"normal",45,12,,,
"Pull","19 May 2023, 16:15","19 May 2023, 17:13","","Seated Cable Row - Bar Wide Grip",,"",2,"failure",50,11,,,
"Pull","19 May 2023, 16:15","19 May 2023, 17:13","","Seated Cable Row - Bar Wide Grip",,"",3,"failure",50,9,,,
"Pull","19 May 2023, 16:15","19 May 2023, 17:13","","Seated Incline Curl (Dumbbell)",,"",0,"failure",24,6,,,
"Pull","19 May 2023, 16:15","19 May 2023, 17:13","","Seated Incline Curl (Dumbbell)",,"",1,"failure",24,4,,,
"Pull","19 May 2023, 16:15","19 May 2023, 17:13","","Seated Incline Curl (Dumbbell)",,"",2,"failure",20,6,,,
"Pull","19 May 2023, 16:15","19 May 2023, 17:13","","Seated Incline Curl (Dumbbell)",,"",3,"normal",20,8,,,
"Pull","19 May 2023, 16:15","19 May 2023, 17:13","","Reverse Grip Concentration Curl",,"",0,"normal",8,20,,,
"Pull","19 May 2023, 16:15","19 May 2023, 17:13","","Reverse Grip Concentration Curl",,"",1,"normal",6,24,,,
"Pull","19 May 2023, 16:15","19 May 2023, 17:13","","T Bar Row",,"",0,"normal",30,10,,,
"Pull","19 May 2023, 16:15","19 May 2023, 17:13","","T Bar Row",,"",1,"failure",30,9,,,
"Pull","19 May 2023, 16:15","19 May 2023, 17:13","","T Bar Row",,"",2,"failure",20,12,,,
"Pull","19 May 2023, 16:15","19 May 2023, 17:13","","Seated Wrist Extension (Barbell)",,"",0,"normal",10,14,,,
"Pull","19 May 2023, 16:15","19 May 2023, 17:13","","Seated Wrist Extension (Barbell)",,"",1,"normal",10,14,,,
"Pull","19 May 2023, 16:15","19 May 2023, 17:13","","Seated Wrist Extension (Barbell)",,"",2,"normal",10,10,,,
"Pull","19 May 2023, 16:15","19 May 2023, 17:13","","Cross Body Hammer Curl",,"",0,"normal",10,24,,,
"Pull","19 May 2023, 16:15","19 May 2023, 17:13","","Cross Body Hammer Curl",,"",1,"normal",10,20,,,
"Pull","19 May 2023, 16:15","19 May 2023, 17:13","","Cross Body Hammer Curl",,"",2,"normal",10,18,,,
"Pull","19 May 2023, 16:15","19 May 2023, 17:13","","Single Arm Cable Lat Pulldown",,"",0,"normal",36,20,,,
"Pull","19 May 2023, 16:15","19 May 2023, 17:13","","Single Arm Cable Lat Pulldown",,"",1,"normal",32,20,,,
"Pull","19 May 2023, 16:15","19 May 2023, 17:13","","Single Arm Cable Lat Pulldown",,"",2,"normal",27,24,,,
"Push 2","18 May 2023, 16:33","18 May 2023, 17:16","","Bench Press (Barbell)",,"",0,"normal",50,8,,,
"Push 2","18 May 2023, 16:33","18 May 2023, 17:16","","Bench Press (Barbell)",,"",1,"normal",57.5,3,,,
"Push 2","18 May 2023, 16:33","18 May 2023, 17:16","","Bench Press (Barbell)",,"",2,"normal",55,4,,,
"Push 2","18 May 2023, 16:33","18 May 2023, 17:16","","Bench Press (Barbell)",,"",3,"normal",50,6,,,
"Push 2","18 May 2023, 16:33","18 May 2023, 17:16","","Cable Decline Press",,"",0,"failure",45,11,,,
"Push 2","18 May 2023, 16:33","18 May 2023, 17:16","","Cable Decline Press",,"",1,"failure",54,7,,,
"Push 2","18 May 2023, 16:33","18 May 2023, 17:16","","Cable Decline Press",,"",2,"dropset",36,7,,,
"Push 2","18 May 2023, 16:33","18 May 2023, 17:16","","Single Arm Cable Lateral Raise",,"",0,"failure",9,20,,,
"Push 2","18 May 2023, 16:33","18 May 2023, 17:16","","Single Arm Cable Lateral Raise",,"",1,"failure",11.5,12,,,
"Push 2","18 May 2023, 16:33","18 May 2023, 17:16","","Single Arm Cable Lateral Raise",,"",2,"dropset",4.5,30,,,
"Push 2","18 May 2023, 16:33","18 May 2023, 17:16","","Triceps Rope Pushdown",,"",0,"normal",41,10,,,
"Push 2","18 May 2023, 16:33","18 May 2023, 17:16","","Triceps Rope Pushdown",,"",1,"failure",41,8,,,
